Frame Index,Swimmer ID,Activity,BBox,Confidence,Start Time (s),End Time (s)
7,1,Underwater,"[951.7752685546875, 837.3955078125, 1216.92919921875, 907.8936767578125]",1.0,0.23333333333333334,0.26666666666666666
7,3,Underwater,"[1255.3115234375, 266.9242858886719, 1390.4705810546875, 308.6662902832031]",0.9969562292098999,0.23333333333333334,0.26666666666666666
7,6,Underwater,"[1284.925537109375, 198.74221801757812, 1409.1630859375, 236.71197509765625]",0.9996216297149658,0.23333333333333334,0.26666666666666666
7,2,Underwater,"[956.3084106445312, 684.6475830078125, 1196.361572265625, 732.0001220703125]",0.9999982118606567,0.23333333333333334,0.26666666666666666
7,4,Underwater,"[1170.71923828125, 355.60296630859375, 1347.554443359375, 394.721435546875]",0.9973414540290833,0.23333333333333334,0.26666666666666666
7,7,Underwater,"[1150.2275390625, 436.7110290527344, 1342.403076171875, 476.4320983886719]",0.9990615248680115,0.23333333333333334,0.26666666666666666
8,1,Underwater,"[959.0797119140625, 836.592529296875, 1218.7071533203125, 903.472900390625]",1.0,0.26666666666666666,0.3
8,7,Underwater,"[1131.5533447265625, 436.9818420410156, 1333.122314453125, 474.8482360839844]",0.999518632888794,0.26666666666666666,0.3
8,2,Underwater,"[960.8726806640625, 683.558837890625, 1196.0533447265625, 731.2860717773438]",0.9999957084655762,0.26666666666666666,0.3
8,6,Underwater,"[1290.2288818359375, 196.07611083984375, 1415.5045166015625, 237.39413452148438]",0.9996229410171509,0.26666666666666666,0.3
8,3,Underwater,"[1254.823486328125, 267.88177490234375, 1386.663330078125, 309.70709228515625]",0.9958678483963013,0.26666666666666666,0.3
8,4,Underwater,"[1179.2333984375, 356.54095458984375, 1354.427978515625, 392.87127685546875]",0.9937887787818909,0.26666666666666666,0.3
9,1,Underwater,"[948.6234741210938, 832.788818359375, 1217.749755859375, 901.492919921875]",1.0,0.3,0.3333333333333333
9,2,Underwater,"[957.0335083007812, 678.8060302734375, 1220.4716796875, 731.2710571289062]",0.9999967813491821,0.3,0.3333333333333333
9,7,Underwater,"[1130.7012939453125, 434.6192321777344, 1334.3944091796875, 474.5618591308594]",0.9977155923843384,0.3,0.3333333333333333
9,6,Underwater,"[1284.7373046875, 193.90603637695312, 1409.896728515625, 237.21560668945312]",0.9996271133422852,0.3,0.3333333333333333
9,4,Underwater,"[1186.5992431640625, 355.29022216796875, 1354.529296875, 393.98919677734375]",0.9887885451316833,0.3,0.3333333333333333
9,3,Underwater,"[1246.67529296875, 263.2746276855469, 1383.507080078125, 305.08758544921875]",0.9981684684753418,0.3,0.3333333333333333
10,1,Underwater,"[944.4100341796875, 829.8468017578125, 1224.36328125, 904.3201904296875]",1.0,0.3333333333333333,0.36666666666666664
10,2,Underwater,"[955.801513671875, 674.165771484375, 1228.885009765625, 728.7713012695312]",0.9999604225158691,0.3333333333333333,0.36666666666666664
10,6,Underwater,"[1287.714111328125, 190.85279846191406, 1409.42724609375, 234.5240020751953]",0.9992843270301819,0.3333333333333333,0.36666666666666664
10,7,Underwater,"[1133.5345458984375, 435.291259765625, 1338.180908203125, 473.06097412109375]",0.9985993504524231,0.3333333333333333,0.36666666666666664
10,3,Underwater,"[1240.306396484375, 260.40478515625, 1386.13134765625, 303.95318603515625]",0.9946544170379639,0.3333333333333333,0.36666666666666664
10,4,Underwater,"[1169.157470703125, 352.41943359375, 1356.4873046875, 390.86956787109375]",0.9987001419067383,0.3333333333333333,0.36666666666666664
11,1,Underwater,"[943.6710205078125, 834.468017578125, 1226.4151611328125, 909.380126953125]",1.0,0.36666666666666664,0.4
11,2,Underwater,"[956.4078369140625, 669.3505859375, 1230.4163818359375, 726.7703857421875]",0.9999924898147583,0.36666666666666664,0.4
11,6,Underwater,"[1282.905029296875, 188.14132690429688, 1402.89208984375, 231.82781982421875]",0.9996905326843262,0.36666666666666664,0.4
11,3,Underwater,"[1228.614990234375, 259.24737548828125, 1382.4920654296875, 300.3631591796875]",0.9573994874954224,0.36666666666666664,0.4
11,7,Underwater,"[1134.705810546875, 437.88153076171875, 1329.0595703125, 470.09033203125]",0.9987187385559082,0.36666666666666664,0.4
11,4,Underwater,"[1168.9173583984375, 349.6343078613281, 1357.3614501953125, 385.7652282714844]",0.9984890222549438,0.36666666666666664,0.4
12,1,Underwater,"[934.5444946289062, 838.764404296875, 1228.332763671875, 908.914306640625]",1.0,0.4,0.43333333333333335
12,2,Underwater,"[960.0734252929688, 662.262451171875, 1241.1806640625, 724.4263916015625]",0.9999998807907104,0.4,0.43333333333333335
12,6,Underwater,"[1288.50048828125, 190.07037353515625, 1402.91845703125, 232.70437622070312]",0.9929918050765991,0.4,0.43333333333333335
12,3,Underwater,"[1224.120361328125, 259.137451171875, 1380.12939453125, 301.78759765625]",0.959526002407074,0.4,0.43333333333333335
12,4,Underwater,"[1171.3251953125, 348.4990539550781, 1355.98291015625, 384.7537536621094]",0.999445378780365,0.4,0.43333333333333335
12,7,Underwater,"[1137.072509765625, 435.4754333496094, 1334.7626953125, 468.6741027832031]",0.9995278120040894,0.4,0.43333333333333335
13,1,Underwater,"[933.0555419921875, 839.887939453125, 1230.8248291015625, 907.91748046875]",1.0,0.43333333333333335,0.4666666666666667
13,2,Underwater,"[965.8566284179688, 657.6792602539062, 1250.610107421875, 728.2217407226562]",1.0,0.43333333333333335,0.4666666666666667
13,3,Underwater,"[1234.006591796875, 254.7578125, 1379.74267578125, 300.17620849609375]",0.9142167568206787,0.43333333333333335,0.4666666666666667
13,6,Underwater,"[1279.002685546875, 188.44589233398438, 1392.4654541015625, 230.45111083984375]",0.9883033037185669,0.43333333333333335,0.4666666666666667
13,4,Underwater,"[1197.162353515625, 347.9843444824219, 1352.845703125, 384.5240478515625]",0.9975305199623108,0.43333333333333335,0.4666666666666667
14,1,Underwater,"[929.2840576171875, 839.406005859375, 1230.76904296875, 907.97900390625]",1.0,0.4666666666666667,0.5
14,2,Underwater,"[965.4164428710938, 656.9075317382812, 1250.56884765625, 728.4677124023438]",1.0,0.4666666666666667,0.5
14,3,Underwater,"[1234.0185546875, 254.5579376220703, 1379.638671875, 300.22552490234375]",0.926864743232727,0.4666666666666667,0.5
14,6,Underwater,"[1277.5546875, 188.33642578125, 1392.4449462890625, 230.3661346435547]",0.9900784492492676,0.4666666666666667,0.5
14,4,Underwater,"[1197.443115234375, 347.9550476074219, 1353.012451171875, 384.5631408691406]",0.9978839755058289,0.4666666666666667,0.5
14,7,Underwater,"[1140.63330078125, 420.8740539550781, 1333.473876953125, 461.7810974121094]",0.9992596507072449,0.4666666666666667,0.5
15,1,Underwater,"[918.958740234375, 838.1870727539062, 1226.5330810546875, 904.875]",1.0,0.5,0.5333333333333333
15,2,Underwater,"[959.9776611328125, 658.294921875, 1234.3795166015625, 726.8223266601562]",0.9999998807907104,0.5,0.5333333333333333
15,3,Underwater,"[1229.3369140625, 251.83154296875, 1383.3994140625, 296.6677551269531]",0.9929383397102356,0.5,0.5333333333333333
15,6,Underwater,"[1264.14599609375, 188.92645263671875, 1394.7998046875, 229.4481201171875]",0.9746583104133606,0.5,0.5333333333333333
15,4,Underwater,"[1198.188232421875, 347.6203308105469, 1357.63134765625, 384.2243957519531]",0.9993909597396851,0.5,0.5333333333333333
15,7,Underwater,"[1145.822021484375, 419.76458740234375, 1330.137451171875, 464.4365234375]",0.9962276220321655,0.5,0.5333333333333333
16,1,Underwater,"[914.3719482421875, 840.5654296875, 1244.3646240234375, 902.200927734375]",1.0,0.5333333333333333,0.5666666666666667
16,2,Underwater,"[941.75390625, 659.409423828125, 1236.8759765625, 725.5868530273438]",0.9999997615814209,0.5333333333333333,0.5666666666666667
16,5,Underwater,"[1142.16943359375, 557.388671875, 1280.625732421875, 599.988037109375]",1.0,0.5333333333333333,0.5666666666666667
16,3,Underwater,"[1229.929443359375, 252.024169921875, 1376.05908203125, 293.19818115234375]",0.9508065581321716,0.5333333333333333,0.5666666666666667
16,7,Underwater,"[1136.291748046875, 418.4451599121094, 1337.7777099609375, 463.1820373535156]",0.9981315732002258,0.5333333333333333,0.5666666666666667
16,4,Underwater,"[1182.0087890625, 344.3885192871094, 1349.808837890625, 379.2994079589844]",0.9999109506607056,0.5333333333333333,0.5666666666666667
16,6,Underwater,"[1273.538330078125, 188.01556396484375, 1399.574462890625, 226.77389526367188]",0.8924109935760498,0.5333333333333333,0.5666666666666667
17,1,Underwater,"[914.9705200195312, 840.6890258789062, 1244.8056640625, 902.3367919921875]",1.0,0.5666666666666667,0.6
17,2,Underwater,"[939.6741943359375, 659.0667724609375, 1236.1878662109375, 725.788330078125]",0.9999998807907104,0.5666666666666667,0.6
17,5,Underwater,"[1143.124755859375, 557.083251953125, 1280.7469482421875, 599.7932739257812]",1.0,0.5666666666666667,0.6
17,3,Underwater,"[1228.232421875, 252.0, 1376.47021484375, 293.2394714355469]",0.9456356167793274,0.5666666666666667,0.6
17,7,Underwater,"[1136.0364990234375, 418.38543701171875, 1338.3372802734375, 463.35345458984375]",0.9981809854507446,0.5666666666666667,0.6
17,4,Underwater,"[1182.600341796875, 344.6273193359375, 1349.956298828125, 379.28857421875]",0.9999099969863892,0.5666666666666667,0.6
17,6,Underwater,"[1271.80322265625, 187.99710083007812, 1399.451416015625, 226.81625366210938]",0.9529576301574707,0.5666666666666667,0.6
18,1,Underwater,"[923.8148803710938, 843.4716796875, 1238.564453125, 899.3763427734375]",1.0,0.6,0.6333333333333333
18,2,Underwater,"[934.8914794921875, 662.83056640625, 1234.1927490234375, 726.336669921875]",0.9999997615814209,0.6,0.6333333333333333
18,5,Underwater,"[1137.751220703125, 556.5966796875, 1285.6708984375, 596.2106323242188]",1.0,0.6,0.6333333333333333
18,7,Underwater,"[1133.311767578125, 416.1925964355469, 1331.044677734375, 463.1461486816406]",0.9927834272384644,0.6,0.6333333333333333
18,3,Underwater,"[1211.67431640625, 251.65406799316406, 1370.0152587890625, 292.51214599609375]",0.969829261302948,0.6,0.6333333333333333
18,6,Underwater,"[1283.919677734375, 188.27352905273438, 1396.698974609375, 226.90869140625]",0.5717170238494873,0.6,0.6333333333333333
18,4,Underwater,"[1189.699462890625, 341.42864990234375, 1347.58349609375, 379.251953125]",0.9998395442962646,0.6,0.6333333333333333
19,2,Underwater,"[918.1862182617188, 666.4630126953125, 1246.175048828125, 726.6849365234375]",0.9999973773956299,0.6333333333333333,0.6666666666666666
19,1,Underwater,"[905.5838012695312, 844.5062255859375, 1211.7431640625, 897.5291748046875]",1.0,0.6333333333333333,0.6666666666666666
19,7,Underwater,"[1125.683349609375, 415.0811462402344, 1328.1580810546875, 462.9298095703125]",0.9947970509529114,0.6333333333333333,0.6666666666666666
19,5,Underwater,"[1118.3812255859375, 559.6241455078125, 1285.040283203125, 593.62939453125]",1.0,0.6333333333333333,0.6666666666666666
19,3,Underwater,"[1175.6949462890625, 251.22280883789062, 1355.6953125, 290.5791320800781]",0.9933870434761047,0.6333333333333333,0.6666666666666666
19,4,Underwater,"[1180.639892578125, 337.59857177734375, 1328.6129150390625, 376.05584716796875]",0.9998144507408142,0.6333333333333333,0.6666666666666666
19,6,Underwater,"[1270.48095703125, 185.983154296875, 1379.344482421875, 221.43026733398438]",0.9132953882217407,0.6333333333333333,0.6666666666666666
20,2,Underwater,"[917.2298583984375, 666.4940185546875, 1245.36376953125, 726.8367919921875]",0.9999992847442627,0.6666666666666666,0.7
20,1,Underwater,"[906.2623901367188, 844.5867919921875, 1213.49169921875, 897.7060546875]",1.0,0.6666666666666666,0.7
20,7,Underwater,"[1124.7271728515625, 415.3039855957031, 1330.5831298828125, 462.0218811035156]",0.9981665015220642,0.6666666666666666,0.7
20,3,Underwater,"[1174.823486328125, 251.19410705566406, 1355.6514892578125, 290.24517822265625]",0.9934312701225281,0.6666666666666666,0.7
20,5,Underwater,"[1117.46630859375, 559.8245849609375, 1284.896484375, 593.6522216796875]",1.0,0.6666666666666666,0.7
20,4,Underwater,"[1181.109130859375, 337.7254638671875, 1328.4296875, 375.96307373046875]",0.999744713306427,0.6666666666666666,0.7
20,6,Freestyle,"[1273.74755859375, 185.18472290039062, 1377.39990234375, 219.64141845703125]",0.7071564197540283,0.6666666666666666,0.7
21,2,Underwater,"[907.8286743164062, 663.8758544921875, 1244.7572021484375, 726.6429443359375]",0.9999921321868896,0.7,0.7333333333333333
21,1,Underwater,"[905.9229125976562, 844.869873046875, 1213.372802734375, 897.202880859375]",1.0,0.7,0.7333333333333333
21,7,Underwater,"[1119.382080078125, 416.519287109375, 1327.071044921875, 457.61474609375]",0.9785587787628174,0.7,0.7333333333333333
21,5,Underwater,"[1111.824951171875, 558.939453125, 1285.596435546875, 593.0147705078125]",0.9999998807907104,0.7,0.7333333333333333
21,3,Underwater,"[1165.358642578125, 251.64633178710938, 1352.507080078125, 288.27581787109375]",0.9900943636894226,0.7,0.7333333333333333
21,4,Underwater,"[1159.710205078125, 336.04241943359375, 1330.0184326171875, 374.86273193359375]",0.9997305274009705,0.7,0.7333333333333333
21,6,Underwater,"[1269.889404296875, 183.0619354248047, 1366.9697265625, 217.0481414794922]",0.8250519037246704,0.7,0.7333333333333333
22,1,Underwater,"[875.2318725585938, 844.7322998046875, 1213.70751953125, 894.427490234375]",0.999934196472168,0.7333333333333333,0.7666666666666667
22,2,Underwater,"[919.2132568359375, 667.2076416015625, 1184.40966796875, 722.2430419921875]",0.9999899864196777,0.7333333333333333,0.7666666666666667
22,7,Underwater,"[1104.7489013671875, 413.4033203125, 1323.8470458984375, 456.18084716796875]",0.9972851276397705,0.7333333333333333,0.7666666666666667
22,4,Underwater,"[1138.99462890625, 333.792724609375, 1323.252685546875, 374.3581237792969]",0.999584972858429,0.7333333333333333,0.7666666666666667
22,6,Underwater,"[1246.6878662109375, 182.14988708496094, 1352.0313720703125, 214.94508361816406]",0.9428821206092834,0.7333333333333333,0.7666666666666667
22,5,Underwater,"[1108.7384033203125, 558.104736328125, 1281.791748046875, 591.25927734375]",0.9999977350234985,0.7333333333333333,0.7666666666666667
22,3,Underwater,"[1155.77197265625, 247.67706298828125, 1348.7581787109375, 288.2425231933594]",0.995980978012085,0.7333333333333333,0.7666666666666667
23,1,Underwater,"[874.57177734375, 844.4677734375, 1214.4459228515625, 894.5050048828125]",0.9999004602432251,0.7666666666666667,0.8
23,2,Underwater,"[919.0843505859375, 666.8662109375, 1184.83984375, 722.3355712890625]",0.9999940395355225,0.7666666666666667,0.8
23,7,Underwater,"[1104.569091796875, 413.47906494140625, 1323.7481689453125, 456.09832763671875]",0.997230589389801,0.7666666666666667,0.8
23,4,Underwater,"[1139.49462890625, 333.6661071777344, 1323.548583984375, 374.37213134765625]",0.9995712637901306,0.7666666666666667,0.8
23,6,Underwater,"[1246.30078125, 182.1873779296875, 1352.3946533203125, 215.02780151367188]",0.9232307076454163,0.7666666666666667,0.8
23,5,Underwater,"[1108.6552734375, 557.9093627929688, 1281.8060302734375, 591.3363037109375]",0.9999971389770508,0.7666666666666667,0.8
23,3,Underwater,"[1154.98779296875, 247.6548614501953, 1347.6929931640625, 287.9874267578125]",0.9943274855613708,0.7666666666666667,0.8
24,1,Underwater,"[906.83544921875, 846.7710571289062, 1211.757080078125, 891.0913696289062]",0.9992045760154724,0.8,0.8333333333333334
24,2,Underwater,"[915.886962890625, 669.8995361328125, 1178.8963623046875, 719.6817016601562]",0.9999985694885254,0.8,0.8333333333333334
24,4,Underwater,"[1134.554931640625, 332.28912353515625, 1323.028076171875, 373.7308044433594]",0.9987030029296875,0.8,0.8333333333333334
24,7,Underwater,"[1088.85009765625, 416.5390319824219, 1306.468994140625, 457.4457092285156]",0.9982823133468628,0.8,0.8333333333333334
24,6,Underwater,"[1234.2216796875, 181.3450927734375, 1347.935302734375, 215.1672821044922]",0.7935811877250671,0.8,0.8333333333333334
24,5,Underwater,"[1107.03466796875, 560.3117065429688, 1288.64453125, 593.2833251953125]",0.9999737739562988,0.8,0.8333333333333334
25,1,Underwater,"[882.3627319335938, 839.1937255859375, 1227.929931640625, 888.665283203125]",0.9878076910972595,0.8333333333333334,0.8666666666666667
25,2,Underwater,"[910.37255859375, 675.6783447265625, 1181.696044921875, 721.4737548828125]",0.9999890327453613,0.8333333333333334,0.8666666666666667
25,7,Underwater,"[1075.62841796875, 415.65655517578125, 1300.3427734375, 459.8998718261719]",0.9984851479530334,0.8333333333333334,0.8666666666666667
25,4,Underwater,"[1123.59716796875, 331.2437744140625, 1314.41259765625, 372.1875915527344]",0.9997122883796692,0.8333333333333334,0.8666666666666667
25,3,Underwater,"[1168.4395751953125, 250.04759216308594, 1352.059326171875, 284.4644775390625]",0.9966303706169128,0.8333333333333334,0.8666666666666667
25,6,Underwater,"[1228.35546875, 181.494873046875, 1349.764404296875, 212.27188110351562]",0.8599058985710144,0.8333333333333334,0.8666666666666667
26,1,Underwater,"[882.1829223632812, 839.1355590820312, 1228.07666015625, 888.7509155273438]",0.9886645078659058,0.8666666666666667,0.9
26,2,Underwater,"[910.5850830078125, 675.53173828125, 1181.197509765625, 721.4690551757812]",0.9999799728393555,0.8666666666666667,0.9
26,7,Underwater,"[1075.9053955078125, 415.6160888671875, 1300.5223388671875, 460.00836181640625]",0.9980546236038208,0.8666666666666667,0.9
26,4,Underwater,"[1124.25732421875, 331.2766418457031, 1314.7576904296875, 372.15472412109375]",0.9997196793556213,0.8666666666666667,0.9
26,3,Underwater,"[1169.7218017578125, 250.05413818359375, 1351.8935546875, 284.4969177246094]",0.9980126619338989,0.8666666666666667,0.9
26,6,Underwater,"[1227.917724609375, 181.4457550048828, 1349.804443359375, 212.30955505371094]",0.8285988569259644,0.8666666666666667,0.9
26,8,Underwater,"[1206.80078125, 253.50938415527344, 1357.5440673828125, 282.81951904296875]",0.9894979000091553,0.8666666666666667,0.9
27,1,Underwater,"[878.305908203125, 835.94384765625, 1226.176513671875, 888.9290771484375]",0.9833372235298157,0.9,0.9333333333333333
27,2,Underwater,"[918.873046875, 677.21484375, 1179.3402099609375, 721.9903564453125]",0.9998651742935181,0.9,0.9333333333333333
27,7,Underwater,"[1067.357421875, 415.9400939941406, 1297.830322265625, 456.1784362792969]",0.9987875819206238,0.9,0.9333333333333333
27,4,Underwater,"[1111.040283203125, 328.46795654296875, 1315.9327392578125, 368.4114990234375]",0.999624490737915,0.9,0.9333333333333333
27,3,Underwater,"[1162.3524169921875, 248.77365112304688, 1350.1673583984375, 283.0824890136719]",0.9994334578514099,0.9,0.9333333333333333
27,6,Underwater,"[1212.8106689453125, 181.66424560546875, 1347.2628173828125, 208.19558715820312]",0.9974495768547058,0.9,0.9333333333333333
27,5,Underwater,"[1098.9024658203125, 565.2271118164062, 1292.6199951171875, 593.665771484375]",0.9999995231628418,0.9,0.9333333333333333
28,1,Underwater,"[891.91259765625, 835.2064819335938, 1229.918212890625, 886.3240356445312]",0.9999997615814209,0.9333333333333333,0.9666666666666667
28,2,Underwater,"[910.9207763671875, 672.1060180664062, 1204.4263916015625, 717.8748779296875]",0.9997058510780334,0.9333333333333333,0.9666666666666667
28,7,Underwater,"[1054.18359375, 412.4442443847656, 1273.3447265625, 455.47265625]",0.9936011433601379,0.9333333333333333,0.9666666666666667
28,4,Underwater,"[1135.823974609375, 326.63897705078125, 1300.3731689453125, 366.90771484375]",0.9971299767494202,0.9333333333333333,0.9666666666666667
28,8,Freestyle,"[1211.463623046875, 251.28712463378906, 1347.8980712890625, 281.4346923828125]",0.9859719276428223,0.9333333333333333,0.9666666666666667
28,5,Underwater,"[1105.241455078125, 555.67041015625, 1283.5821533203125, 594.96923828125]",0.9999935626983643,0.9333333333333333,0.9666666666666667
28,6,Underwater,"[1233.8096923828125, 178.974853515625, 1350.8880615234375, 208.50390625]",0.8733752965927124,0.9333333333333333,0.9666666666666667
29,1,Underwater,"[891.88623046875, 835.1768188476562, 1230.3482666015625, 886.3156127929688]",0.9999997615814209,0.9666666666666667,1.0
29,2,Underwater,"[910.6458740234375, 672.2066650390625, 1204.3841552734375, 717.77978515625]",0.9996734857559204,0.9666666666666667,1.0
29,7,Underwater,"[1054.1468505859375, 412.5697021484375, 1272.8486328125, 455.47918701171875]",0.9857928156852722,0.9666666666666667,1.0
29,4,Underwater,"[1136.953369140625, 326.6549377441406, 1300.791015625, 366.8839416503906]",0.9972894191741943,0.9666666666666667,1.0
29,8,Freestyle,"[1211.474609375, 251.318115234375, 1348.401611328125, 281.4913330078125]",0.9670871496200562,0.9666666666666667,1.0
29,5,Underwater,"[1105.2388916015625, 555.6257934570312, 1282.57861328125, 594.5594482421875]",0.999994158744812,0.9666666666666667,1.0
29,6,Underwater,"[1233.311767578125, 178.86700439453125, 1351.1748046875, 208.46597290039062]",0.8975858688354492,0.9666666666666667,1.0
30,1,Underwater,"[896.3593139648438, 831.7168579101562, 1235.547119140625, 883.7909545898438]",1.0,1.0,1.0333333333333334
30,2,Freestyle,"[910.2782592773438, 668.40771484375, 1211.427001953125, 719.8797607421875]",0.6774687170982361,1.0,1.0333333333333334
30,7,Underwater,"[1049.822998046875, 410.208984375, 1259.198486328125, 456.210205078125]",0.9991809725761414,1.0,1.0333333333333334
30,8,Freestyle,"[1200.076171875, 247.02735900878906, 1337.81689453125, 281.776611328125]",0.7164064049720764,1.0,1.0333333333333334
30,4,Underwater,"[1108.79052734375, 326.6275634765625, 1284.296875, 361.37322998046875]",0.9998760223388672,1.0,1.0333333333333334
